"source","medium","campaign","visit_date","visitors_count"
twitter,social,obuchenie-programmirovaniyu-v-30 -let-pod,"2023-06-19",1
admitad,cpc,"442763","2023-06-19",1
search.ukr.net,organic,,"2023-06-19",1
telegram,cpm,java,"2023-06-19",1
twitter,social,my-poprosili-nastavnikov-heksleta-rasska,"2023-06-19",1
Yandex,cpm,"84109871","2023-06-19",1
zen,social,hexlet,"2023-06-19",1
vk,social,reshenie-zadach--horoshiy-sposob-zakrepit,"2023-06-19",1
google,organic,,"2023-06-20",6348
organic,organic,,"2023-06-20",2049
yandex,cpc,freemium,"2023-06-20",242
yandex,cpc,prof-python,"2023-06-20",184
yandex,cpc,prof-frontend,"2023-06-20",148
yandex,cpc,prof-java,"2023-06-20",119
admitad,cpa,admitad,"2023-06-20",77
yandex,cpc,base-python,"2023-06-20",58
yandex,cpc,base-java,"2023-06-20",53
yandex,cpc,prof-professions-brand,"2023-06-20",47
bing.com,organic,,"2023-06-20",44
yandex,cpc,prof-data-analytics,"2023-06-20",38
yandex,cpc,base-frontend,"2023-06-20",33
yandex,cpc,prof-professions-retarget,"2023-06-20",27
yandex,cpc,dod-professions,"2023-06-20",17
vk-senler,cpc,freemium,"2023-06-20",17
yandex,cpc,dod-frontend,"2023-06-20",17
vk,cpc,prof-python,"2023-06-20",15
vk,cpc,freemium-frontend,"2023-06-20",15
yandex,cpc,dod-python-java,"2023-06-20",10
telegram,social,dod-professions,"2023-06-20",10
vk,cpc,freemium-java,"2023-06-20",9
vk,cpc,prof-java,"2023-06-20",8
instagram,social,base-frontend,"2023-06-20",8
vk,cpc,prof-data-analytics,"2023-06-20",7
yandex,cpc,dod-php,"2023-06-20",7
yandex,cpc,dod-java,"2023-06-20",6
telegram,cpp,base-frontend,"2023-06-20",6
vk,cpp,dod-python-java,"2023-06-20",5
instagram,social,prof-qa-auto,"2023-06-20",5
yandex,cpc,dod-qa,"2023-06-20",5
vk,cpc,freemium-python,"2023-06-20",5
yandex.com,organic,,"2023-06-20",4
vk,social,dod-professions,"2023-06-20",4
vk,cpc,prof-frontend,"2023-06-20",4
instagram,social,prof-frontend,"2023-06-20",4
instagram,social,prof-backend,"2023-06-20",3
vk,social,all-courses,"2023-06-20",3
instagram,social,prof-data-analytics,"2023-06-20",3
instagram,social,prof-java,"2023-06-20",3
telegram,cpp,base-python,"2023-06-20",3
telegram,cpp,base-java,"2023-06-20",3
instagram,social,prof-qa,"2023-06-20",2
vk,social,hexlet-blog,"2023-06-20",2
instagram,social,prof-rails,"2023-06-20",2
instagram,social,prof-python,"2023-06-20",2
go.mail.ru,organic,,"2023-06-20",2
yandex,cpc,base-professions-retarget,"2023-06-20",2
telegram,social,hexlet-blog,"2023-06-20",1
vc,cpp,dod-professions,"2023-06-20",1
vk,social,reshenie-zadach--horoshiy-sposob-zakrepit,"2023-06-20",1
vk,social,base-java,"2023-06-20",1
instagram,social,base-java,"2023-06-20",1
instagram,social,prof-php,"2023-06-20",1
telegram,cpp,prof-python,"2023-06-20",1
vk,social,base-python,"2023-06-20",1
vk.com,social,skolko-stoit-obuchenie-na-hekslete-dlya,"2023-06-20",1
baidu.com,organic,,"2023-06-20",1
zen,social,all-courses,"2023-06-20",1
telegram,cpm,frontend,"2023-06-20",1
telegram,cpp,prof-frontend,"2023-06-20",1
vk,social,general,"2023-06-20",1
vk-senler,cpc,dod-frontend,"2023-06-20",1
yandex-direct,cpc,"85838400","2023-06-20",1
telegram,cpp,prof-data-analytics,"2023-06-20",1
yandex-direct,cpc,"70989018","2023-06-20",1
admitad,cpc,"442763","2023-06-20",1
twitter,social,my-poprosili-nastavnikov-heksleta-rasska,"2023-06-20",1
instagram,social,all-courses,"2023-06-20",1
vk-senler,cpc,dod-professions,"2023-06-20",1
yandex-direct,cpc,"26593528","2023-06-20",1
vk,social,dod-python-java,"2023-06-20",1
vk,social,base-frontend,"2023-06-20",1
Yandex,cpm,"14191988","2023-06-20",1
telegram,cpp,prof-java,"2023-06-20",1
timepad,cpp,base-frontend,"2023-06-20",1
telegram,social,mdtruereshenie-zadach--horoshiy-sposob-z,"2023-06-20",1
twitter.com,social,buffer,"2023-06-20",1
organic,organic,,"2023-06-21",1287
google,organic,,"2023-06-21",1060
yandex,cpc,freemium,"2023-06-21",225
yandex,cpc,prof-python,"2023-06-21",155
yandex,cpc,prof-frontend,"2023-06-21",140
yandex,cpc,prof-java,"2023-06-21",126
admitad,cpa,admitad,"2023-06-21",78
yandex,cpc,base-java,"2023-06-21",59
yandex,cpc,base-frontend,"2023-06-21",55
bing.com,organic,,"2023-06-21",45
yandex,cpc,base-python,"2023-06-21",44
yandex,cpc,prof-professions-brand,"2023-06-21",42
yandex,cpc,prof-data-analytics,"2023-06-21",32
yandex,cpc,prof-professions-retarget,"2023-06-21",25
vk,cpc,prof-python,"2023-06-21",19
vk-senler,cpc,freemium,"2023-06-21",16
yandex,cpc,dod-frontend,"2023-06-21",16
vk,cpc,prof-data-analytics,"2023-06-21",15
yandex,cpc,dod-java,"2023-06-21",13
yandex,cpc,dod-python-java,"2023-06-21",12
telegram,cpp,prof-java,"2023-06-21",12
yandex,cpc,dod-professions,"2023-06-21",11
telegram,cpp,prof-python,"2023-06-21",10
vk,cpc,prof-frontend,"2023-06-21",10
yandex,cpc,dod-qa,"2023-06-21",9
vk,cpc,freemium-frontend,"2023-06-21",9
vk,cpc,prof-java,"2023-06-21",9
vk,cpp,dod-python-java,"2023-06-21",8
yandex.com,organic,,"2023-06-21",8
vk,cpc,freemium-python,"2023-06-21",7
yandex,cpc,base-professions-retarget,"2023-06-21",6
vk,cpc,freemium-java,"2023-06-21",6
yandex,cpc,dod-php,"2023-06-21",5
telegram,cpp,base-java,"2023-06-21",5
telegram,social,dod-professions,"2023-06-21",4
instagram,social,prof-frontend,"2023-06-21",4
telegram,cpp,base-frontend,"2023-06-21",4
vk,social,hexlet-blog,"2023-06-21",3
vk,social,general,"2023-06-21",2
telegram,social,hexlet-blog,"2023-06-21",2
telegram,social,promo,"2023-06-21",2
facebook,social,hexlet-blog,"2023-06-21",2
vk,social,all-courses,"2023-06-21",2
instagram,social,prof-qa,"2023-06-21",2
vk,social,dod-professions,"2023-06-21",1
Yandex,cpc,"74431025","2023-06-21",1
twitter,social,promo,"2023-06-21",1
zen,social,hexlet-blog,"2023-06-21",1
vk,cpc,prof-php,"2023-06-21",1
vk,social,base-java,"2023-06-21",1
vk.com,social,skolko-stoit-obuchenie-na-hekslete-dlya,"2023-06-21",1
zen,social,hexlet,"2023-06-21",1
dzen,social,dzen-post,"2023-06-21",1
telegram,cpm,python,"2023-06-21",1
twitter,social,hexlet-blog,"2023-06-21",1
zen,social,all-courses,"2023-06-21",1
Yandex,cpc,"08409986","2023-06-21",1
zen_from_telegram,social,,"2023-06-21",1
telegram,cpp,base-python,"2023-06-21",1
vk,social,course_completed,"2023-06-21",1
telegram,cpm,base_java,"2023-06-21",1
telegram,social,kak-optimizirovat-tretiy-proekt-v-professii-python,"2023-06-21",1
instagram,social,base-frontend,"2023-06-21",1
vk-group,cpc,dod-qa,"2023-06-21",1
vk,cpc,freemium,"2023-06-21",1
yandex-direct,cpc,"71522986","2023-06-21",1
instagram,social,hexlet-blog,"2023-06-21",1
admitad,cpc,"442763","2023-06-21",1
instagram,social,prof-backend,"2023-06-21",1
telegram,social,mdtruehaskell--funktsionalnyy-yazyk,"2023-06-21",1
tg,social,hostel,"2023-06-21",1
vk,social,prof-python,"2023-06-21",1
instagram,social,prof-data-analytics,"2023-06-21",1
instagram,social,prof-fullstack,"2023-06-21",1
instagram,social,prof-java,"2023-06-21",1
instagram,social,prof-php,"2023-06-21",1
vk,cpp,base-frontend,"2023-06-21",1
instagram,social,prof-python,"2023-06-21",1
vk,social,prof-data-analyst,"2023-06-21",1
telegram,cpp,prof-data-analytics,"2023-06-21",1
telegram,cpp,dod-java,"2023-06-21",1
instagram,social,prof-qa-auto,"2023-06-21",1
telegram,social,u-nas-chasto-sprashivayut--kakie-knigi-nuzhn,"2023-06-21",1
google,organic,,"2023-06-22",3601
organic,organic,,"2023-06-22",1196
yandex,cpc,freemium,"2023-06-22",251
yandex,cpc,prof-frontend,"2023-06-22",175
yandex,cpc,prof-python,"2023-06-22",163
yandex,cpc,prof-java,"2023-06-22",129
admitad,cpa,admitad,"2023-06-22",99
yandex,cpc,base-java,"2023-06-22",66
yandex,cpc,base-python,"2023-06-22",65
yandex,cpc,base-frontend,"2023-06-22",51
bing.com,organic,,"2023-06-22",48
yandex,cpc,prof-professions-brand,"2023-06-22",41
yandex,cpc,prof-data-analytics,"2023-06-22",29
vk-senler,cpc,freemium,"2023-06-22",22
yandex,cpc,dod-frontend,"2023-06-22",20
yandex,cpc,prof-professions-retarget,"2023-06-22",19
vk,cpc,prof-python,"2023-06-22",19
vk,cpc,prof-java,"2023-06-22",13
yandex,cpc,dod-professions,"2023-06-22",12
vk,cpc,freemium-frontend,"2023-06-22",11
vk,cpc,prof-data-analytics,"2023-06-22",11
yandex,cpc,dod-php,"2023-06-22",11
telegram,cpp,prof-java,"2023-06-22",10
yandex,cpc,dod-python-java,"2023-06-22",10
vk,cpp,dod-python-java,"2023-06-22",9
yandex,cpc,base-professions-retarget,"2023-06-22",7
telegram,cpp,prof-python,"2023-06-22",7
yandex,cpc,dod-java,"2023-06-22",7
vk,cpc,prof-frontend,"2023-06-22",7
vk,cpc,freemium-python,"2023-06-22",6
vk,social,all-courses,"2023-06-22",5
yandex.com,organic,,"2023-06-22",5
baidu.com,organic,,"2023-06-22",5
yandex,cpc,dod-qa,"2023-06-22",4
vk,cpc,freemium-java,"2023-06-22",4
telegram,social,dod-professions,"2023-06-22",4
dzen,social,dzen-post,"2023-06-22",3
zen,social,all-courses,"2023-06-22",2
tg,social,hostel,"2023-06-22",2
vk,social,base-python,"2023-06-22",2
vk,social,dod-professions,"2023-06-22",1
vk-senler,cpc,dod-python-java,"2023-06-22",1
telegram,social,hexlet-blog,"2023-06-22",1
vk,social,planiruy-uchebu--fokusiruysya-na-protsesse,"2023-06-22",1
facebook,social,hexlet-blog,"2023-06-22",1
telegram,cpm,base_java,"2023-06-22",1
mytarget,cpc,retarget,"2023-06-22",1
instagram,social,all-courses,"2023-06-22",1
telegram,cpp,base-python,"2023-06-22",1
vk,cpp,base-frontend,"2023-06-22",1
vk,social,"8-statey--kotorye-budut-polezny-novichku","2023-06-22",1
facebook,cpc,freemium,"2023-06-22",1
vk,cpc,python,"2023-06-22",1
telegram,social,promo,"2023-06-22",1
zen,social,hexlet,"2023-06-22",1
vk,social,prof-python,"2023-06-22",1
zen_from_telegram,social,,"2023-06-22",1
vk,social,base-html,"2023-06-22",1
podcast,social,all-courses,"2023-06-22",1
timepad,cpp,base-frontend,"2023-06-22",1
telegram,cpp,base-java,"2023-06-22",1
instagram,social,hexlet-blog,"2023-06-22",1
yandex-direct,cpc,"18177858","2023-06-22",1
vk,social,dod-python-java,"2023-06-22",1
vk,social,promo,"2023-06-22",1
twitter,social,grokaem_algoritmy,"2023-06-22",1
vk-group,cpc,dod-qa,"2023-06-22",1
telegram,cpp,base-frontend,"2023-06-22",1
vk,social,course_completed,"2023-06-22",1
twitter,social,hexlet-blog,"2023-06-22",1
google,organic,,"2023-06-23",5180
organic,organic,,"2023-06-23",1669
yandex,cpc,freemium,"2023-06-23",255
yandex,cpc,prof-python,"2023-06-23",207
yandex,cpc,prof-frontend,"2023-06-23",182
yandex,cpc,prof-java,"2023-06-23",134
yandex,cpc,base-java,"2023-06-23",71
yandex,cpc,base-python,"2023-06-23",66
admitad,cpa,admitad,"2023-06-23",61
yandex,cpc,base-frontend,"2023-06-23",58
telegram,social,hexlet-blog,"2023-06-23",52
yandex,cpc,prof-professions-brand,"2023-06-23",49
yandex,cpc,prof-data-analytics,"2023-06-23",43
bing.com,organic,,"2023-06-23",39
yandex,cpc,prof-professions-retarget,"2023-06-23",34
yandex,cpc,dod-frontend,"2023-06-23",22
vk-senler,cpc,freemium,"2023-06-23",19
telegram,cpp,prof-java,"2023-06-23",19
yandex,cpc,dod-professions,"2023-06-23",18
vk,cpc,prof-python,"2023-06-23",17
vk,cpc,prof-data-analytics,"2023-06-23",16
vk,cpc,prof-frontend,"2023-06-23",12
vk,cpc,freemium-frontend,"2023-06-23",11
yandex,cpc,dod-python-java,"2023-06-23",9
yandex,cpc,dod-php,"2023-06-23",8
yandex,cpc,base-professions-retarget,"2023-06-23",8
telegram,cpp,prof-python,"2023-06-23",8
vk,cpc,prof-java,"2023-06-23",7
vk,cpc,freemium-java,"2023-06-23",7
yandex,cpc,dod-java,"2023-06-23",7
telegram,cpp,base-frontend,"2023-06-23",6
yandex,cpc,dod-qa,"2023-06-23",5
vk,cpc,freemium-python,"2023-06-23",5
vk,social,all-courses,"2023-06-23",5
vk,cpc,base-python,"2023-06-23",5
timepad,cpp,base-frontend,"2023-06-23",4
yandex.com,organic,,"2023-06-23",3
vk,social,prof-python,"2023-06-23",2
vk,cpp,dod-python-java,"2023-06-23",2
telegram,cpp,prof-frontend,"2023-06-23",2
vk,social,hexlet-blog,"2023-06-23",2
zen,social,hexlet,"2023-06-23",2
telegram,social,dod-professions,"2023-06-23",2
telegram,social,base,"2023-06-23",1
vk,social,prof-data-analyst,"2023-06-23",1
telegram,cpm,java,"2023-06-23",1
telegram,cpp,base-python,"2023-06-23",1
facebook,cpm,freemium-en,"2023-06-23",1
vk,social,"8-statey--kotorye-budut-polezny-novichku","2023-06-23",1
vk,social,open_lectures23,"2023-06-23",1
vk,social,base-python,"2023-06-23",1
search.ukr.net,organic,,"2023-06-23",1
telegram,social,promo,"2023-06-23",1
telegram,cpm,base_python,"2023-06-23",1
facebook,cpc,freemium,"2023-06-23",1
twitter,social,how-to-sleep,"2023-06-23",1
instagram,social,prof-frontend,"2023-06-23",1
twitter,social,promo,"2023-06-23",1
telegram,cpp,dod-php,"2023-06-23",1
vk,social,course_completed,"2023-06-23",1
instagram,social,prof-qa-auto,"2023-06-23",1
vk-senler,cpc,dod-python-java,"2023-06-23",1
google,organic,,"2023-06-24",2746
organic,organic,,"2023-06-24",1225
yandex,cpc,freemium,"2023-06-24",263
yandex,cpc,prof-frontend,"2023-06-24",172
yandex,cpc,prof-python,"2023-06-24",164
yandex,cpc,prof-java,"2023-06-24",129
admitad,cpa,admitad,"2023-06-24",60
yandex,cpc,base-java,"2023-06-24",58
yandex,cpc,base-frontend,"2023-06-24",41
yandex,cpc,base-python,"2023-06-24",40
telegram,social,hexlet-blog,"2023-06-24",38
yandex,cpc,prof-professions-brand,"2023-06-24",35
bing.com,organic,,"2023-06-24",32
yandex,cpc,prof-data-analytics,"2023-06-24",29
yandex,cpc,prof-professions-retarget,"2023-06-24",27
yandex,cpc,dod-frontend,"2023-06-24",24
yandex,cpc,dod-professions,"2023-06-24",23
vk,cpc,prof-python,"2023-06-24",18
vk,cpc,prof-data-analytics,"2023-06-24",14
vk,cpc,prof-java,"2023-06-24",13
telegram,cpp,base-frontend,"2023-06-24",11
telegram,cpp,prof-java,"2023-06-24",11
yandex,cpc,dod-python-java,"2023-06-24",10
yandex,cpc,dod-java,"2023-06-24",9
vk,cpc,prof-frontend,"2023-06-24",9
yandex,cpc,dod-php,"2023-06-24",8
vk,cpc,base-python,"2023-06-24",7
vk,cpc,freemium-python,"2023-06-24",7
vk,cpc,freemium-frontend,"2023-06-24",6
vk-senler,cpc,freemium,"2023-06-24",6
yandex,cpc,base-professions-retarget,"2023-06-24",6
yandex,cpc,dod-qa,"2023-06-24",5
baidu.com,organic,,"2023-06-24",4
vk,cpc,freemium-java,"2023-06-24",3
vk,social,base-python,"2023-06-24",3
vk,social,all-courses,"2023-06-24",2
vk,social,prof-python,"2023-06-24",2
telegram,cpp,prof-python,"2023-06-24",2
vk,cpp,dod-python-java,"2023-06-24",2
telegram,cpp,prof-frontend,"2023-06-24",2
yandex.com,organic,,"2023-06-24",2
vk-senler,cpc,dod-python-java,"2023-06-24",1
telegram,cpp,base-python,"2023-06-24",1
vk-senler,cpc,dod-frontend,"2023-06-24",1
telegram,cpm,frontend,"2023-06-24",1
vk-senler,cpc,base-python,"2023-06-24",1
vk,social,reshenie-zadach--horoshiy-sposob-zakrepit,"2023-06-24",1
vk,social,base-java,"2023-06-24",1
go.mail.ru,organic,,"2023-06-24",1
yandex-direct,cpc,"57063851","2023-06-24",1
timepad,cpp,base-frontend,"2023-06-24",1
telegram,cpp,base-java,"2023-06-24",1
vk,cpp,base-frontend,"2023-06-24",1
twitter,social,promo,"2023-06-24",1
telegram,social,promo,"2023-06-24",1
facebook,cpc,python,"2023-06-24",1
vk,social,matematika-ilnar,"2023-06-24",1
vk,social,hexlet-blog,"2023-06-24",1
google,organic,,"2023-06-25",3550
organic,organic,,"2023-06-25",1516
yandex,cpc,freemium,"2023-06-25",211
yandex,cpc,prof-python,"2023-06-25",157
yandex,cpc,prof-java,"2023-06-25",149
yandex,cpc,prof-frontend,"2023-06-25",147
admitad,cpa,admitad,"2023-06-25",79
yandex,cpc,base-java,"2023-06-25",66
yandex,cpc,base-python,"2023-06-25",61
yandex,cpc,prof-professions-brand,"2023-06-25",46
yandex,cpc,base-frontend,"2023-06-25",40
bing.com,organic,,"2023-06-25",31
yandex,cpc,prof-professions-retarget,"2023-06-25",29
vk,cpc,prof-python,"2023-06-25",26
yandex,cpc,prof-data-analytics,"2023-06-25",23
yandex,cpc,dod-frontend,"2023-06-25",22
vk,cpc,prof-java,"2023-06-25",22
telegram,cpp,prof-java,"2023-06-25",17
vk,cpc,prof-data-analytics,"2023-06-25",15
telegram,social,hexlet-blog,"2023-06-25",14
vk,cpc,freemium-frontend,"2023-06-25",13
yandex,cpc,dod-professions,"2023-06-25",12
vk,cpc,base-python,"2023-06-25",10
yandex,cpc,dod-java,"2023-06-25",9
vk,cpc,freemium-python,"2023-06-25",8
yandex,cpc,dod-php,"2023-06-25",7
yandex,cpc,dod-qa,"2023-06-25",6
vk,cpc,prof-frontend,"2023-06-25",5
yandex,cpc,base-professions-retarget,"2023-06-25",4
yandex,cpc,dod-python-java,"2023-06-25",4
yandex.com,organic,,"2023-06-25",3
vk-senler,cpc,freemium,"2023-06-25",3
vk,social,all-courses,"2023-06-25",2
telegram,cpp,base-frontend,"2023-06-25",2
telegram,cpp,base-python,"2023-06-25",2
vk,cpp,base-frontend,"2023-06-25",2
vk-senler,cpc,dod-frontend,"2023-06-25",2
telegram,cpp,prof-python,"2023-06-25",2
go.mail.ru,organic,,"2023-06-25",2
telegram,social,course_completed,"2023-06-25",2
telegram,social,dod-professions,"2023-06-25",2
vk,cpc,freemium-java,"2023-06-25",2
timepad,cpp,base-frontend,"2023-06-25",2
vk,social,hexlet-blog,"2023-06-25",1
vk,social,dod-python-java,"2023-06-25",1
instagram,social,base-pyton,"2023-06-25",1
vkontakte,social,button-vk,"2023-06-25",1
zen,social,hexlet,"2023-06-25",1
telegram,social,studenty-heksleta-inogda-rasstraivayutsya,"2023-06-25",1
vk,social,base-python,"2023-06-25",1
baidu.com,organic,,"2023-06-25",1
twitter,social,devushki_v_it,"2023-06-25",1
telegram,social,mdtruevyrazitelnyy-javascript--arh,"2023-06-25",1
vk,social,prof-python,"2023-06-25",1
telegram,cpp,base-java,"2023-06-25",1
instagram,social,prof-fullstack,"2023-06-25",1
instagram,social,prof-php,"2023-06-25",1
instagram,social,prof-python,"2023-06-25",1
vk,social,general,"2023-06-25",1
google,organic,,"2023-06-26",5764
organic,organic,,"2023-06-26",1137
yandex,cpc,freemium,"2023-06-26",251
yandex,cpc,prof-python,"2023-06-26",187
yandex,cpc,prof-frontend,"2023-06-26",166
yandex,cpc,prof-java,"2023-06-26",121
admitad,cpa,admitad,"2023-06-26",99
telegram,social,hexlet-blog,"2023-06-26",82
telegram,cpp,base-python,"2023-06-26",60
yandex,cpc,base-python,"2023-06-26",57
yandex,cpc,base-java,"2023-06-26",52
bing.com,organic,,"2023-06-26",49
yandex,cpc,base-frontend,"2023-06-26",43
yandex,cpc,prof-professions-brand,"2023-06-26",40
yandex,cpc,prof-data-analytics,"2023-06-26",36
vk,cpc,prof-python,"2023-06-26",24
yandex,cpc,dod-frontend,"2023-06-26",19
vk,cpc,prof-java,"2023-06-26",19
yandex,cpc,dod-professions,"2023-06-26",19
yandex,cpc,prof-professions-retarget,"2023-06-26",18
vk,cpc,freemium-frontend,"2023-06-26",18
vk-senler,cpc,freemium,"2023-06-26",17
yandex,cpc,dod-python-java,"2023-06-26",11
telegram,cpp,base-java,"2023-06-26",10
vk,cpc,freemium-python,"2023-06-26",8
yandex,cpc,dod-qa,"2023-06-26",7
yandex,cpc,dod-java,"2023-06-26",6
vk,social,hexlet-blog,"2023-06-26",5
facebook,social,hexlet-blog,"2023-06-26",5
yandex,cpc,base-professions-retarget,"2023-06-26",4
vk,cpc,prof-data-analytics,"2023-06-26",4
vk,cpc,prof-frontend,"2023-06-26",4
telegram,cpp,prof-python,"2023-06-26",4
vk,cpc,base-python,"2023-06-26",3
telegram,social,dod-professions,"2023-06-26",3
vk,social,prof-python,"2023-06-26",3
yandex,cpc,dod-php,"2023-06-26",3
baidu.com,organic,,"2023-06-26",3
telegram,cpp,prof-java,"2023-06-26",3
vk,social,base-java,"2023-06-26",2
vk,social,all-courses,"2023-06-26",2
vk,cpp,base-java,"2023-06-26",2
podcast,social,interview,"2023-06-26",1
vk-senler,cpc,base-frontend,"2023-06-26",1
telegram,social,"20-sovetov-dlya-buduschih-programmistov--ko","2023-06-26",1
twitter,social,"9-marta-v-1930-po-moskovskomu-vremeni-p","2023-06-26",1
search.ukr.net,organic,,"2023-06-26",1
vk,cpp,dod-python-java,"2023-06-26",1
yandex.com,organic,,"2023-06-26",1
admitad,cpc,"183258","2023-06-26",1
zen,social,all-courses,"2023-06-26",1
telegram,cpp,base-frontend,"2023-06-26",1
telegram,cpp,prof-data-analytics,"2023-06-26",1
telegram,social,course_completed,"2023-06-26",1
vk,social,prof-data-analyst,"2023-06-26",1
instagram,social,prof-python,"2023-06-26",1
admitad,cpa,"442763","2023-06-26",1
telegram,cpp,prof-frontend,"2023-06-26",1
vk,cpc,freemium-java,"2023-06-26",1
vk,cpp,base-frontend,"2023-06-26",1
dzen,social,dzen-post,"2023-06-26",1
instagram,social,hexlet-blog,"2023-06-26",1
vk,social,general,"2023-06-26",1
zen,social,prof-python,"2023-06-26",1
instagram,social,all-courses,"2023-06-26",1
vk,social,base-python,"2023-06-26",1
instagram,social,promo,"2023-06-26",1
telegram,social,uyazvimost-v-java-ugrozhaet-sotnyam-tysyach,"2023-06-26",1
google,organic,,"2023-06-27",5965
organic,organic,,"2023-06-27",1863
yandex,cpc,freemium,"2023-06-27",238
yandex,cpc,prof-python,"2023-06-27",175
yandex,cpc,prof-frontend,"2023-06-27",158
yandex,cpc,prof-java,"2023-06-27",128
admitad,cpa,admitad,"2023-06-27",75
yandex,cpc,base-java,"2023-06-27",58
yandex,cpc,base-python,"2023-06-27",58
yandex,cpc,prof-professions-brand,"2023-06-27",58
bing.com,organic,,"2023-06-27",50
yandex,cpc,base-frontend,"2023-06-27",39
yandex,cpc,prof-data-analytics,"2023-06-27",38
telegram,social,hexlet-blog,"2023-06-27",36
yandex,cpc,prof-professions-retarget,"2023-06-27",32
yandex,cpc,dod-professions,"2023-06-27",27
vk-senler,cpc,freemium,"2023-06-27",24
telegram,cpp,base-python,"2023-06-27",23
vk,cpc,prof-python,"2023-06-27",16
yandex,cpc,dod-frontend,"2023-06-27",13
vk,cpc,freemium-frontend,"2023-06-27",12
telegram,cpp,base-java,"2023-06-27",11
yandex,cpc,dod-python-java,"2023-06-27",10
vk,cpc,prof-java,"2023-06-27",10
telegram,cpp,base-frontend,"2023-06-27",10
vk,cpc,base-python,"2023-06-27",9
yandex,cpc,dod-java,"2023-06-27",9
vk,cpc,freemium-python,"2023-06-27",8
vk,cpc,prof-frontend,"2023-06-27",6
yandex,cpc,dod-qa,"2023-06-27",5
yandex.com,organic,,"2023-06-27",4
facebook,social,hexlet-blog,"2023-06-27",4
vk,social,all-courses,"2023-06-27",3
twitter,social,hexlet-blog,"2023-06-27",3
yandex,cpc,dod-php,"2023-06-27",3
telegram,social,dod-professions,"2023-06-27",2
telegram,social,course_completed,"2023-06-27",2
yandex,cpc,base-professions-retarget,"2023-06-27",2
telegram,cpp,prof-java,"2023-06-27",2
vk,social,prof-python,"2023-06-27",2
vk,cpc,freemium-java,"2023-06-27",2
vk,social,general,"2023-06-27",2
yandex-direct,cpc,"26980930","2023-06-27",1
partners,cpm,prof-data-analytics,"2023-06-27",1
twitter,social,analitik-dannyh,"2023-06-27",1
telegram,cpp,prof-frontend,"2023-06-27",1
admitad,cpc,"183258","2023-06-27",1
partners,cpm,prof-qa,"2023-06-27",1
vk,social,dod-professions,"2023-06-27",1
vk-senler,cpc,dod-frontend,"2023-06-27",1
vk,cpp,base-java,"2023-06-27",1
vk,social,hexlet-blog,"2023-06-27",1
twitter,social,promo,"2023-06-27",1
Yandex,cpc,"73043444","2023-06-27",1
vk,social,base-frontend,"2023-06-27",1
vk-group,cpc,dod-qa,"2023-06-27",1
telegram,social,all-courses,"2023-06-27",1
telegram,cpp,prof-python,"2023-06-27",1
vk,cpc,yaintern,"2023-06-27",1
zen,social,blog,"2023-06-27",1
telegram,social,"20-sovetov-dlya-buduschih-programmistov--ko","2023-06-27",1
twitter,social,course_completed,"2023-06-27",1
telegram,social,promo,"2023-06-27",1
vk,social,base-python,"2023-06-27",1
telegram,cpp,dod-frontend,"2023-06-27",1
vk,cpc,prof-data-analytics,"2023-06-27",1
vk,cpp,base-frontend,"2023-06-27",1
dzen,social,dzen_post,"2023-06-27",1
instagram,social,hexlet-blog,"2023-06-27",1
google,organic,,"2023-06-28",5701
organic,organic,,"2023-06-28",1797
yandex,cpc,freemium,"2023-06-28",239
yandex,cpc,prof-python,"2023-06-28",186
yandex,cpc,prof-frontend,"2023-06-28",139
yandex,cpc,prof-java,"2023-06-28",112
admitad,cpa,admitad,"2023-06-28",100
yandex,cpc,base-python,"2023-06-28",60
yandex,cpc,base-java,"2023-06-28",47
bing.com,organic,,"2023-06-28",44
yandex,cpc,base-frontend,"2023-06-28",43
telegram,cpp,base-python,"2023-06-28",37
yandex,cpc,prof-professions-brand,"2023-06-28",34
yandex,cpc,prof-data-analytics,"2023-06-28",27
yandex,cpc,prof-professions-retarget,"2023-06-28",27
telegram,social,hexlet-blog,"2023-06-28",23
yandex,cpc,dod-frontend,"2023-06-28",19
vk,cpc,freemium-frontend,"2023-06-28",17
telegram,cpp,base-java,"2023-06-28",16
telegram,cpp,prof-python,"2023-06-28",16
vk,cpc,prof-python,"2023-06-28",16
vk-senler,cpc,freemium,"2023-06-28",14
yandex,cpc,dod-professions,"2023-06-28",11
vk,cpc,base-python,"2023-06-28",9
yandex,cpc,dod-python-java,"2023-06-28",9
vk,cpc,prof-java,"2023-06-28",9
yandex,cpc,dod-qa,"2023-06-28",8
vk,cpc,freemium-python,"2023-06-28",8
yandex,cpc,base-professions-retarget,"2023-06-28",6
vk,cpc,prof-frontend,"2023-06-28",6
facebook,social,hexlet-blog,"2023-06-28",5
yandex,cpc,dod-java,"2023-06-28",5
vk,cpp,base-java,"2023-06-28",5
telegram,cpp,base-frontend,"2023-06-28",5
vk,cpc,freemium-java,"2023-06-28",5
vk,social,all-courses,"2023-06-28",4
vk,social,hexlet-blog,"2023-06-28",3
yandex,cpc,dod-php,"2023-06-28",3
vk,social,prof-python,"2023-06-28",3
telegram,cpp,prof-java,"2023-06-28",2
twitter,social,promo,"2023-06-28",2
vk,cpc,prof-data-analytics,"2023-06-28",2
telegram,social,course_completed,"2023-06-28",2
instagram,social,hexlet-blog,"2023-06-28",1
